,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
5293,13,HOT,16,48,0,1,0.33,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5340,9,HOT_dnaQ,11,212,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5397,9,HOT_dnaQ,12,204,0,1,0.24,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5426,291,HOT_mutL,3,228,0,1,0.28,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5549,291,HOT_mutL,16,201,0,1,0.31,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
4954,507,GYD,18,70,0,1,0.45,NC_000913,4154916,SNP,intergenic (‑69/‑85),G→A,argE/argC,False,Escherichia coli,4154913,4154930,,,3
5552,11,HRD_atpIC,14,63,1,1,1.0,NC_000913,4180506,SNP,E672K (GAA→AAA) ,G→A,rpoB,True,Escherichia coli,4180490,4180507,,,16
17,59,42C,6,164,1,1,1.0,NC_000913,4572279,SNP,intergenic (+364/‑135),A→T,yjiS/yjiT,False,Escherichia coli,4572279,4572296,,,0
6049,42,TOL_isobutyric_acid,3,50,1,1,1.0,NC_000913,522892,SNP,intergenic (+62/‑369),A→C,ybbP/rhsD,False,Escherichia coli,522884,522901,,,8
5762,14,SUC_cscABKser,1,115,0,2,1.0,NC_000913,522979,SNP,intergenic (+149/‑282),A→T,ybbP/rhsD,False,Escherichia coli,522970,522987,,,9
6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576888,576905,,,3
5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577007,577024,,,13
4684,234,GLV,2,57,1,1,1.0,NC_000913,660257,SNP,intergenic (‑41/+168),T→G,lipA/ybeF,False,Escherichia coli,660245,660262,,,12
4649,8,GLV,1,55,1,1,1.0,NC_000913,785609,SNP,intergenic (‑292/‑24),A→C,ybgS/aroG,False,Escherichia coli,785606,785623,,,3
4687,8,GLV,2,57,1,1,1.0,NC_000913,785609,SNP,intergenic (‑292/‑24),A→C,ybgS/aroG,False,Escherichia coli,785606,785623,,,3
5361,338,HOT_dnaQ,12,56,1,1,1.0,NC_000913,914948,SNP,intergenic (‑91/+404),A→G,ybjE/aqpZ,False,Escherichia coli,914936,914953,,,12
5618,19,LAC,7,57,1,1,1.0,NC_000913,997867,SNP,intergenic (‑355/‑1),G→A,ssuE/elfA,False,Escherichia coli,997852,997869,,,15
5618,19,LAC,7,57,1,1,1.0,NC_000913,997867,SNP,intergenic (‑355/‑1),G→A,ssuE/elfA,False,Escherichia coli,997858,997875,,,9
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103504,1103521,,,6
188,385,Bop_27_MTPP,19,63,1,1,1.0,NC_000913,1316097,SNP,intergenic (‑62/+319),T→G,yciG/trpA,False,Escherichia coli,1316086,1316103,,,11
101,195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343510,1343527,,,6
4651,14,GLV,1,55,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343510,1343527,,,6
4689,14,GLV,2,57,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343510,1343527,,,6
101,195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343515,1343532,,,1
4651,14,GLV,1,55,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343515,1343532,,,1
4689,14,GLV,2,57,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343515,1343532,,,1
101,195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343516,1343533,,,0
4651,14,GLV,1,55,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343516,1343533,,,0
4689,14,GLV,2,57,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343516,1343533,,,0
4626,36,GLU_18361-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,27,124,1,1,1.0,NC_000913,1440789,SNP,intergenic (‑5/‑269),C→A,pfo/ydbJ,False,Escherichia coli,1440773,1440790,,,16
1683,1023,C321.∆A,4,1,2,1,1.0,NC_000913,1765127,SNP,intergenic (‑5/+95),T→C,ydiH/menI,False,Escherichia coli,1765110,1765127,,,17
1683,1023,C321.∆A,4,1,2,1,1.0,NC_000913,1765127,SNP,intergenic (‑5/+95),T→C,ydiH/menI,False,Escherichia coli,1765111,1765128,,,16
430,398,C321,3,1,1,1,1.0,NC_000913,1978406,SNP,intergenic (‑209/+112),T→C,flhD/insB1,False,Escherichia coli,1978401,1978418,,,5
4182,185,EEPcydBappCcyoB,4,23,0,1,0.22,NC_000913,2247031,SNP,intergenic (‑264/+30),T→C,cirA/lysP,False,Escherichia coli,2247031,2247048,,,0
5992,362,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,3149618,SNP,intergenic (‑147/‑44),A→C,yqhA/yghA,False,Escherichia coli,3149612,3149629,,,6
5540,293,HOT_mutL,16,201,1,1,1.0,NC_000913,3361104,SNP,intergenic (+488/‑72),T→C,gltD/gltF,False,Escherichia coli,3361087,3361104,,,17
5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727863,3727880,,,17
5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727873,3727890,,,7
5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727876,3727893,,,4
6180,2295,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,4192636,SNP,intergenic (‑1/+1),T→C,thiG/thiS,False,Escherichia coli,4192624,4192641,,,12
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294351,4294368,,,15
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294356,4294373,,,10
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294357,4294374,,,9
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294359,4294376,,,7
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294360,4294377,,,6
5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294365,4294382,,,1
5590,196,ILT_mg1655,4,84,10,1,1.0,NC_000913,4222743,SNP,intergenic (‑256/+61),C→T,arpA/iclR,False,Escherichia coli,4222735,4222750,,,8
3667,153,ECNR2.1,10,1,1,1,1.0,NC_000913,638619,SNP,intergenic (‑46/‑326),A→G,dsbG/ahpC,False,Escherichia coli,638611,638630,,,8
5966,277,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,1404625,SNP,intergenic (‑60/‑116),A→C,abgA/abgR,False,Escherichia coli,1404611,1404628,,,14
5907,449,"TOL_2,3-butanediol",2,50,1,1,1.0,NC_000913,1979639,SNP,intergenic (‑424/‑114),T→C,insA/uspC,False,Escherichia coli,1979632,1979649,,,7
