",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
3663,new_2649776_2649841,No COG category,essential,well-annotated,883.763367,1329.898108,927.0157242,unknown
3664,BSU_25720,Function unknown,essential,well-annotated,736.3037894,763.7200028,765.6281158,unknown
3665,BSU_25730,Carbohydrate transport and metabolism,essential,well-annotated,321.1211935,268.6157336,261.7235619,unknown
3666,BSU_25740,Function unknown,essential,well-annotated,1306.656413,1903.712628,1395.24233,unknown
3667,BSU_25750,Cell wall/membrane/envelope biogenesis,essential,well-annotated,335.601252,289.4559495,247.9146987,SigE
3668,BSU_25760,No COG category,essential,well-annotated,509.4864948,392.8405375,276.4931637,"GerE,SigK,SigE,SpoIIID,ScoC"
3669,BSU_25770,"Replication, recombination and repair",essential,well-annotated,1347.254218,1545.759332,1089.61292,"SigE,SpoIIID"
3670,new_2655000_2655301_c,No COG category,essential,well-annotated,180.3750519,139.0827801,157.466377,"SigA,ArsR,SigF"
3671,BSU_25780,Signal transduction,essential,well-annotated,1052.608402,696.0272599,808.413722,"SigA,ArsR,SigF"
3672,BSU_25790,Inorganic ion transport and metabolism,essential,well-annotated,991.7302738,645.6909517,777.473666,"SigA,ArsR,SigF"
3673,BSU_25800,Amino acid transport and metabolism,essential,well-annotated,1231.839027,816.6646666,949.879041,"SigA,ArsR,SigF"
3674,BSU_25810,Transcription,essential,well-annotated,1206.84445,1252.157218,1038.582424,"SigA,ArsR,SigF"
3675,BSU_25820,No COG category,essential,well-annotated,344.3139797,627.5123315,214.4355067,unknown
3676,BSU_25830,No COG category,essential,well-annotated,576.6934394,877.3447217,588.8678093,"ComA,CodY"
3677,BSU_25840,No COG category,essential,well-annotated,6100.777937,7773.776959,6680.544595,"SigA,ComA,CodY,SigH,CcpA,AbrB"
3678,BSU_25850,No COG category,essential,well-annotated,738.1916461,1111.351907,725.182349,unknown
3679,BSU_25860,RNA processing and modification,essential,well-annotated,3744.958861,7955.848012,3888.101052,"Spo0A,AbrB"
3680,BSU_25870,Function unknown,essential,well-annotated,3034.086331,4039.609158,3181.739485,"Spo0A,AbrB"
3681,new_2663336_2663531_c,No COG category,essential,well-annotated,259.168044,175.2657153,210.9123844,"Spo0A,CcpA,AbrB"
3682,BSU_25880,No COG category,essential,well-annotated,5894.338863,9215.840291,4957.510113,"Spo0A,CcpA,AbrB"
3683,BSU_25890,No COG category,essential,well-annotated,4084.329214,6961.102003,3414.834631,"Spo0A,CcpA,AbrB"
3684,new_2664534_2664730,No COG category,essential,well-annotated,223.1299746,153.6069838,166.7219215,unknown
3685,BSU_25900,No COG category,essential,well-annotated,165.6911679,163.3247929,158.3968681,unknown
3686,new_2664732_2666054,No COG category,essential,well-annotated,220.0685428,154.3113105,163.6534266,unknown
3687,BSU_25910,Function unknown,essential,well-annotated,159.1753869,135.410894,149.7643049,unknown
3688,BSU_25920,No COG category,essential,well-annotated,188.6601294,180.8437589,178.9608247,unknown
3689,BSU_25930,No COG category,essential,well-annotated,147.1373052,125.8359209,137.9928781,unknown
3690,BSU_25940,No COG category,essential,well-annotated,154.2911218,132.3211621,144.1972659,unknown
3691,BSU_25950,No COG category,essential,well-annotated,158.523365,139.9046399,149.4583821,unknown
3692,BSU_25960,No COG category,essential,well-annotated,143.7269946,127.3010051,137.7205464,unknown
3693,BSU_25970,No COG category,essential,well-annotated,138.9364944,125.7835981,131.6168145,unknown
3694,BSU_25980,No COG category,essential,well-annotated,141.0783513,124.958047,132.6471621,unknown
3695,BSU_25990,No COG category,essential,well-annotated,138.8851718,125.6441769,134.8068503,unknown
3696,BSU_26000,No COG category,essential,well-annotated,145.8787732,135.6645524,143.5241797,unknown
3697,BSU_26010,No COG category,essential,well-annotated,146.2003198,138.6784686,140.4049511,unknown
3698,BSU_26020,No COG category,essential,well-annotated,149.0158731,137.5965035,143.8827671,unknown
3699,BSU_26030,No COG category,essential,well-annotated,182.09315,175.3872424,176.6316418,unknown
3700,BSU_26039,No COG category,essential,well-annotated,145.4671341,128.9260513,142.0839712,unknown
3701,BSU_26040,No COG category,essential,well-annotated,153.4285579,128.0088726,144.652756,unknown
3702,BSU_26050,No COG category,essential,well-annotated,3270.231242,4359.660267,3677.220568,"Spo0A,SigA,RatA"
3703,new_2678362_2678577_c,No COG category,essential,well-annotated,13914.99979,14257.16981,14075.02632,As-bsrH
3704,new_2678579_2679086_c,No COG category,essential,well-annotated,2813.133023,2667.735651,2956.244748,As-bsrH
3705,new_2678724_2678943,No COG category,essential,well-annotated,3425.436725,3241.396967,3461.903992,unknown
3706,new_2679011_2679382,No COG category,essential,well-annotated,688.6538335,873.461316,720.1232318,unknown
3707,BSU_26060,No COG category,essential,well-annotated,211.2089312,180.2430723,187.4614322,unknown
3708,BSU_26075,No COG category,essential,well-annotated,153.0141204,140.4390177,146.5297708,unknown
3709,BSU_26089,No COG category,essential,well-annotated,149.9327167,135.3452081,141.833056,unknown
3710,BSU_26090,No COG category,essential,well-annotated,165.2209365,146.3622815,158.8311421,unknown
3711,BSU_26100,Function unknown,essential,well-annotated,158.3294616,150.3832421,150.8687295,unknown
3712,BSU_26110,Function unknown,essential,well-annotated,166.0931768,172.3144645,163.6080585,unknown
3713,BSU_26120,Function unknown,essential,well-annotated,384.342344,452.414074,382.045326,unknown
3714,BSU_26130,Function unknown,essential,well-annotated,196.6214448,197.5672491,191.2478873,unknown
3715,BSU_26140,Function unknown,essential,well-annotated,170.0861541,168.4644068,167.1848142,unknown
3716,BSU_26150,No COG category,essential,well-annotated,236.5967022,304.036348,229.5715413,unknown
3717,BSU_26160,Function unknown,essential,well-annotated,1755.742907,3910.940847,1886.766271,unknown
3718,BSU_26170,Function unknown,essential,well-annotated,250.2655464,266.1323354,242.3754892,unknown
3719,BSU_26180,No COG category,essential,well-annotated,238.4676439,224.7379573,227.6383788,unknown
3720,BSU_26190,No COG category,essential,well-annotated,207.2231965,213.0428761,208.1240678,unknown
3721,BSU_26200,No COG category,essential,well-annotated,412.1478877,425.5839696,416.1183213,SigD
3722,BSU_26210,No COG category,essential,well-annotated,1743.807639,2803.085432,1993.654918,SigD
3723,BSU_26220,No COG category,essential,well-annotated,155.6901111,143.250861,144.8935938,unknown
3724,new_2691497_2692644_c,No COG category,essential,well-annotated,559.6857768,478.5082539,501.6544021,unknown
3725,BSU_26230,No COG category,essential,well-annotated,9666.899291,18856.83593,11381.0812,AbrB
3726,new_2692608_2692913,No COG category,essential,well-annotated,1874.785438,3061.239065,1876.762256,AbrB
3727,BSU_26240,Function unknown,essential,well-annotated,270.7492553,274.6023192,221.168176,unknown
3728,new_2692852_2692932_c,No COG category,essential,well-annotated,239.3904385,243.4530897,195.7814136,"SigA,SknR"
3729,BSU_26250,"Replication, recombination and repair",essential,well-annotated,193.5192195,193.4477314,160.3077096,"SigA,SknR"
3730,BSU_26259,No COG category,essential,well-annotated,195.5904346,203.5867698,160.1855277,"SigA,SknR"
3731,BSU_26260,"Replication, recombination and repair",essential,well-annotated,153.099756,142.9334725,146.2557972,"SigA,SknR"
3732,BSU_26270,"Replication, recombination and repair",essential,well-annotated,144.7087374,135.0359752,139.2467649,"SigA,SknR"
3733,BSU_26280,"Replication, recombination and repair",essential,well-annotated,151.8242824,136.8545888,145.7801015,"SigA,SknR"
3734,BSU_26290,"Replication, recombination and repair",essential,well-annotated,148.5933417,131.708076,140.8094159,"SigA,SknR"
3735,BSU_26300,No COG category,essential,well-annotated,145.5108867,124.7935881,135.1389743,"SigA,SknR"
3736,BSU_26310,No COG category,essential,well-annotated,130.8599788,115.3520633,123.6012908,"SigA,SknR"
3737,BSU_26320,No COG category,essential,well-annotated,129.3152307,116.1705039,123.8757516,"SigA,SknR"
3738,BSU_26330,No COG category,essential,well-annotated,139.9698629,126.3078067,132.9831826,"SigA,SknR"
3739,BSU_26340,Transcription,essential,well-annotated,181.7236105,137.8351468,170.3608473,"SigA,SknR"
3740,BSU_26350,No COG category,essential,well-annotated,2732.146811,5111.390148,3026.637125,unknown
3741,new_2699244_2699382,No COG category,essential,well-annotated,3020.95649,4874.707705,3412.231942,unknown
3742,BSU_26360,No COG category,essential,well-annotated,690.9631812,571.8527913,592.7582389,unknown
3743,BSU_26370,Nucleotide transport and metabolism,essential,well-annotated,385.3067751,347.0981824,361.5496577,unknown
3744,BSU_26380,No COG category,essential,well-annotated,413.5339376,556.4082496,402.7944515,unknown
3745,BSU_26390,No COG category,essential,well-annotated,779.1495897,628.7749794,445.6292128,"GerE,SigK,SigE,SpoIIID"
3746,new_2701783_2703117,No COG category,essential,well-annotated,236.3593137,173.717586,184.6692695,"GerE,SigK,SigE,SpoIIID"
3747,BSU_26400,No COG category,essential,well-annotated,685.8592127,1266.033619,654.386874,unknown
3748,BSU_26410,Function unknown,essential,well-annotated,519.0466506,502.716071,502.716071,YrkP
3749,BSU_26420,Signal transduction,essential,well-annotated,538.6274589,598.7873778,517.7816402,YrkP
3750,BSU_26430,Signal transduction,essential,well-annotated,478.2373836,538.3870879,458.3799086,YrkP
3751,BSU_26440,Inorganic ion transport and metabolism,essential,well-annotated,384.4533794,423.377268,381.754142,YrkP
3752,new_2706711_2707758_c,No COG category,essential,well-annotated,324.7283446,280.7612458,296.4202092,unknown
3753,BSU_26450,Transcription,essential,well-annotated,788.2881126,831.9194287,782.3660733,YrkP
3754,new_2707685_2707807,No COG category,essential,well-annotated,679.296616,528.5880502,637.8396622,YrkP
3755,new_2707760_2708174_c,No COG category,essential,well-annotated,5056.819948,7108.354912,5281.931953,unknown
3756,BSU_26470,Function unknown,essential,well-annotated,3680.998855,5361.793715,3803.995964,unknown
3757,new_2708700_2708787_c,No COG category,essential,well-annotated,4478.913056,5761.385189,4864.075813,unknown
3758,new_2708789_2708942_c,No COG category,essential,well-annotated,2603.006589,3351.5204,2826.88994,unknown
3759,BSU_26480,Function unknown,essential,well-annotated,1755.86582,1950.19139,1846.528737,unknown
3760,new_2709471_2710001_c,No COG category,essential,well-annotated,206.6427833,183.1269104,183.1840396,unknown
3761,BSU_26490,Function unknown,essential,well-annotated,182.2593436,153.2135412,162.4216343,unknown
3762,BSU_26500,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,325.5243774,264.9359848,256.2840706,unknown
3763,BSU_26510,Inorganic ion transport and metabolism,essential,well-annotated,268.5413882,190.5730099,211.3221232,unknown
3764,new_2712243_2712576_c,No COG category,essential,well-annotated,255.8194257,181.471603,204.0317696,unknown
3765,BSU_26530,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,300.3254676,197.3893032,232.6310725,unknown
3766,new_2713135_2713319_c,No COG category,essential,well-annotated,317.9882384,219.9908943,241.4030343,unknown
3767,BSU_26540,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,260.3453454,170.4612492,200.7282692,unknown
3768,new_2713803_2713911_c,No COG category,essential,well-annotated,298.8704734,189.8610294,228.0252852,unknown
3769,BSU_26550,No COG category,essential,well-annotated,4016.400835,6036.932689,4108.226474,unknown
3770,new_2714141_2714230_c,No COG category,essential,well-annotated,4043.604194,6155.669246,4091.318112,unknown
3771,BSU_26558,No COG category,essential,well-annotated,887.5189462,845.5814983,759.6020559,unknown
3772,BSU_26559,No COG category,essential,well-annotated,425.8473423,475.5983831,322.5770522,SigK
3773,new_2714806_2714932_c,No COG category,essential,well-annotated,1078.695948,1409.82463,784.9734235,SigK
3774,BSU_26560,Carbohydrate transport and metabolism,essential,well-annotated,1390.533408,1883.238495,1015.729125,SigK
3775,new_2715533_2715718_c,No COG category,essential,well-annotated,517.3049442,538.3870879,487.750655,unknown
3776,BSU_26570,No COG category,essential,well-annotated,501.8697823,534.594061,471.4954374,unknown
3777,BSU_26580,Transcription,essential,well-annotated,551.0199899,743.6603277,565.4281893,unknown
3778,new_2716885_2718889_c,No COG category,essential,well-annotated,307.3818036,402.0970663,294.0667789,unknown
3779,BSU_26590,No COG category,essential,well-annotated,210.8836339,174.4899337,201.1042834,"SigA,BltR,Mta"
3780,BSU_26600,Transcription,essential,well-annotated,272.0706686,231.3927737,249.6736915,"SigA,BltR,Mta"
3781,BSU_26610,No COG category,essential,well-annotated,5666.928891,17403.6224,6100.238782,unknown
3782,new_2720264_2720343_c,No COG category,essential,well-annotated,7509.284166,24109.26418,8883.115289,unknown
3783,BSU_26619,Function unknown,essential,well-annotated,332.5842997,355.3753981,307.8321277,"SigG,SigF"
3784,BSU_26620,Amino acid transport and metabolism,essential,well-annotated,269.4429285,307.9174887,259.0703317,"SigG,SigF"
3785,BSU_26630,Transcription,essential,well-annotated,892.5582577,1121.33373,874.2487391,unknown
3786,new_2722645_2722745,No COG category,essential,well-annotated,757.414533,913.6513965,742.4242376,unknown
3787,BSU_26640,Inorganic ion transport and metabolism,essential,well-annotated,587.2987388,545.6757042,449.8499337,CzrA
3788,new_2723805_2723891_c,No COG category,essential,well-annotated,556.5929905,544.127148,433.8342067,CzrA
3789,BSU_26650,Inorganic ion transport and metabolism,essential,well-annotated,674.8456982,650.3173031,521.3108223,CzrA
3790,new_2724871_2724954_c,No COG category,essential,well-annotated,760.9186694,1107.353399,596.4262728,CzrA
3791,BSU_26660,No COG category,essential,well-annotated,416.1147758,414.7217785,376.0029055,unknown
3792,BSU_26670,Transcription,essential,well-annotated,563.3002779,951.1967661,610.8608623,"SigA,GltR"
3793,BSU_26680,No COG category,essential,well-annotated,531.7646108,662.6944377,538.741727,AzlB
3794,BSU_26690,Amino acid transport and metabolism,essential,well-annotated,716.9209595,1218.930369,726.163195,AzlB
3795,BSU_26700,Amino acid transport and metabolism,essential,well-annotated,673.028708,960.4721689,700.5528102,AzlB
3796,BSU_26710,Amino acid transport and metabolism,essential,well-annotated,673.8612337,1019.184834,699.8490639,AzlB
3797,BSU_26720,Transcription,essential,well-annotated,862.5289604,1646.857487,920.8038147,AzlB
3798,BSU_26730,Transcription,essential,well-annotated,430.4036584,802.1899046,446.7271106,unknown
3799,new_2730921_2731106_c,No COG category,essential,well-annotated,339.9804644,279.6541637,273.1406068,unknown
3800,BSU_26740,No COG category,essential,well-annotated,563.68458,506.177651,416.4212843,unknown
3801,BSU_26748,No COG category,essential,well-annotated,579.7397627,513.7419241,447.8897996,unknown
3802,BSU_26749,No COG category,essential,well-annotated,576.6797855,501.7413397,432.6630177,unknown
3803,BSU_26750,No COG category,essential,well-annotated,372.6931803,487.9197258,367.7801995,unknown
3804,BSU_26760,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,2235.621766,5427.981168,2821.115466,unknown
3805,BSU_26770,No COG category,essential,well-annotated,854.8497184,1546.831142,968.9309186,unknown
